Person_type,Colour,Height,Age,Gender,Head,Torso,Legs,Feet,Accessories,Blood,Armed,Banners,Type,x_min,y_min,x_max,y_max,Actions
Delinquent ,Native,1.70,21,M,None,Sweater,Jeans,Sneakers,None,No,Other,None,Moving,238,192,256,225,Running
Delinquent ,Native,1.68,22,M,Cap,Sweater,Pants,Sneakers,None,No,Other,None,Moving,263,217,279,247,Running
Delinquent ,Native,1.69,23,M,None,Sweater,Pants,Sneakers,None,No,Other,None,Moving,271,186,288,228,Running
Delinquent ,Native,1.73,27,M,Cap,Jacket,Pants,Sneakers,None,No,Other,None,Moving,302,206,318,256,Running
Delinquent ,Native,1.75,26,M,Cap,T-shirt,Shorts,Sneakers,None,No,Other,None,Moving,320,230,339,276,Running
Delinquent ,N.I,1.77,22,M,None,Sports T-shirt,Shorts,Sneakers,None,No,Other,None,Moving,338,194,352,240,Running
Delinquent ,N.I,1.71,19,M,None,Sports T-shirt,Joggers,Sneakers,None,No,Other,None,Moving,309,171,321,195,Running
Delinquent ,N.I,1.68,26,M,None,Jacket,Pants,Sneakers,None,No,Other,None,Moving,217,209,256,312,Running
Delinquent ,N.I,1.73,23,M,None,Hoodie,Joggers,Sneakers,None,No,Other,None,Moving,316,201,347,298,Running
Delinquent ,White,1.75,27,M,None,Jacket,Pants,Sneakers,None,No,Other,None,Moving,252,194,282,300,Running
Delinquent ,Native,1.78,25,M,None,Sweater,Shorts,Sneakers,None,No,Other,None,Moving,280,195,303,262,Running
Delinquent ,Black,1.69,26,M,None,Sweater,Jeans,Sneakers,None,No,Other,None,Moving,171,148,207,248,Running
Delinquent ,Black,1.67,19,M,None,Sweater,Jeans,Sneakers,None,No,Other,None,Moving,209,146,242,229,Running
Viewer,Black,1.71,18,F,None,Sweater,Jeans,Sneakers,None,No,Other,None,Moving,104,139,121,229,Walking
Viewer,White,1.72,21,M,None,Sweater,Jeans,Sneakers,None,No,Other,None,Moving,133,135,154,225,Walking
Law Officer,Native,1.80,37,M,None,Jacket,Pants,Boots,None,No,Other,None,Moving,297,140,330,231,Walking
Delinquent ,White,1.75,32,M,None,Sweater,Joggers,Sneakers,None,No,Other,None,Moving,398,130,437,260,Running
Delinquent ,Black,1.77,27,F,None,Sweater,Joggers,Sneakers,None,No,Other,None,Moving,432,127,477,252,Running
Viewer,Black,1.71,30,M,None,T-shirt,Shorts,Sneakers,None,No,Other,None,Moving,95,180,154,292,Walking
Delinquent ,Native,1.75,25,M,None,Sports T-shirt,Shorts,Sneakers,None,No,Other,None,Moving,317,186,338,252,Fighting
Delinquent ,Native,1.70,22,M,None,Sports T-shirt,Shorts,Sneakers,None,No,Other,None,Moving,364,171,401,263,Fighting
Delinquent ,Native,1.68,21,M,None,Sports T-shirt,Shorts,Sneakers,None,No,Other,None,Moving,401,174,421,238,Fighting
Delinquent ,Native,1.66,26,M,None,Sports T-shirt,Shorts,Sneakers,None,No,Other,None,Moving,424,179,441,253,Fighting
Viewer,White,1.72,29,M,None,Sports T-shirt,Shorts,Sneakers,None,No,Other,None,Moving,140,146,199,292,Walking
Viewer,Black,1.70,24,M,None,Sports T-shirt,Shorts,Sneakers,None,No,Other,None,Moving,194,144,252,275,Walking
Viewer,Native,1.82,19,M,None,T-shirt,Joggers,Sneakers,None,No,Other,None,Moving,404,139,434,217,Walking
Viewer,Native,1.67,42,M,Tied T-shirt,T-shirt,Pants,N.I,None,No,Other,None,Moving,216,395,298,391,Walking
Law Officer,White,1.75,38,M,Cap,Shirt,Pants,N.I,None,No,Other,None,Moving,292,348,403,697,Walking
Viewer,Native,1.71,29,M,None,T-shirt|backpack,Shorts,Sneakers,None,No,Other,None,Moving,680,391,794,703,Walking
Viewer,Native,1.68,31,M,Cap,T-shirt|backpack,Shorts,Sneakers,None,No,Other,None,Moving,878,404,1015,683,Walking
Aggressor,Native,1.65,28,M,None,Sports T-shirt,N.I,N.I,None,No,No,None,Moving,74,514,245,700,Fighting
Aggressor,Native,1.69,26,M,None,Sports T-shirt,N.I,N.I,None,No,No,None,Moving,228,410,393,708,Fighting
Law Officer,Native,1.72,23,M,None,T-shirt,Pants,Sneakers,None,No,No,None,Moving,459,451,639,661,Walking
Aggressor,Native,1.70,29,M,Cap,Shirt,N.I,N.I,None,No,No,None,Moving,615,349,701,593,Fighting
Law Officer,Native,1.74,32,M,Cap,Jacket,Pants,Boots,None,No,No,None,Standing,19,390,142,643,Guarding
Viewer,Native,1.68,28,M,None,T-shirt,N.I,N.I,None,No,No,None,Moving,242,438,476,682,Walking
Viewer,White,1.73,23,M,None,T-shirt|backpack,N.I,N.I,None,No,No,None,Moving,672,228,859,595,Walking
Viewer,Native,1.66,26,M,Glasses,N.I,N.I,N.I,None,No,No,None,Moving,837,413,1194,675,Walking
Law Officer,Native,1.79,33,M,Cap,Jacket,Pants,Boots,None,No,No,None,Standing,536,280,661,487,Guarding
Law Officer,Native,1.75,41,M,Cap,Jacket,N.I,N.I,None,No,No,None,Standing,675,22,1146,664,Guarding
Viewer,Native,1.67,19,M,None,T-shirt|backpack,N.I,N.I,None,No,No,None,Standing,136,13,632,652,Idle
Law Officer,Native,1.72,21,M,Cap,Jacket,N.I,N.I,None,No,No,None,Standing,587,265,796,623,Guarding
Viewer,White,1.74,26,M,Glasses,T-shirt|backpack,N.I,N.I,None,No,No,None,Moving,559,225,780,696,Walking
Viewer,Black,1.70,22,M,Glasses,Sports T-shirt,N.I,N.I,None,No,No,None,Moving,767,284,944,639,Walking
Viewer,Native,1.62,16,M,Glasses,Sports T-shirt,Shorts,N.I,None,No,No,None,Moving,129,212,258,487,Walking
Viewer,Native,1.70,22,M,Cap|face mask,Sports T-shirt,Shorts,N.I,None,No,No,None,Moving,280,196,759,714,Walking
Viewer,Native,1.68,17,M,None,Sports T-shirt,N.I,N.I,None,No,No,None,Moving,903,384,997,695,Walking
Viewer,Native,1.70,21,F,Cap,Sports T-shirt,N.I,N.I,None,No,No,None,Moving,962,322,1268,700,Walking
Viewer,Native,1.71,22,M,Cap,Sports T-shirt,Joggers,N.I,None,No,No,None,Moving,165,343,240,586,Walking
Viewer,Native,1.81,26,M,Cap,Sports T-shirt,Joggers,N.I,None,No,No,None,Moving,496,371,628,625,Walking
Viewer,Native,1.65,28,M,None,Sports T-shirt,Joggers,N.I,None,No,No,None,Moving,691,380,784,675,Walking
Viewer,Native,1.67,35,M,None,Sports T-shirt,Shorts,N.I,None,No,No,None,Moving,778,362,879,671,Walking
Viewer,Native,1.69,31,M,None,Sports T-shirt,Shorts,N.I,None,No,No,None,Moving,915,366,1009,660,Walking
Viewer,Native,1.68,28,M,None,T-shirt,Joggers,N.I,None,No,No,None,Moving,1022,425,1249,683,Walking
Viewer,Native,1.65,25,F,None,T-shirt,Shorts,N.I,None,No,No,None,Standing,535,314,781,691,Idle
Law Officer,Native,1.73,38,M,Beret,Jacket,Pants,Boots,None,No,No,None,Standing,875,275,983,673,Guarding
Viewer,Native,1.62,15,M,None,T-shirt,Shorts,Sneakers,None,No,No,None,Standing,714,286,778,495,Idle
Law Officer,Native,1.74,36,M,Beret,Jacket,Pants,N.I,None,No,No,None,Standing,779,256,840,505,Guarding
Viewer,Native,1.66,35,M,None,T-shirt,Shorts,Sneakers,None,No,No,None,Standing,1135,299,1241,671,Idle
Delinquent ,White,1.70,22,M,None,T-shirt,Joggers,Sneakers,None,No,No,None,Moving,236,264,272,351,Running
Delinquent ,Native,1.72,23,M,None,Sports T-shirt,Shorts,Sneakers,None,No,No,None,Moving,290,262,327,314,Running
Delinquent ,Native,1.68,19,M,None,T-shirt,Pants,Sneakers,None,No,No,None,Moving,337,226,360,274,Running
Delinquent ,Native,1.75,30,M,None,Sports T-shirt,Pants,Sneakers,None,No,No,None,Moving,414,185,448,248,Running
Delinquent ,Native,1.66,35,M,None,T-shirt,Shorts,Sneakers,None,No,No,None,Moving,532,175,553,222,Running
Delinquent ,Native,1.65,42,M,None,T-shirt,Joggers,Sneakers,None,No,No,None,Moving,22,244,78,343,Running
Law Officer,Native,1.73,41,M,Cap,Shirt,Pants,Shoes,None,No,Gun,None,Standing,59,73,120,166,Talking
Delinquent ,Black,1.71,38,M,Cap,T-shirt,Joggers,Sneakers,None,No,No,None,Moving,243,210,317,298,Running
Viewer,White,1.72,35,M,None,Sweater|backpack,Pants,Shoes,None,No,No,None,Standing,186,284,280,666,Idle
Aggressor,White,1.68,37,M,None,T-shirt,Jeans,Sneakers,None,No,No,None,Moving,278,267,320,415,Fighting
Victim,Native,1.70,42,M,None,None,Shorts,Sneakers,None,No,No,None,Crawling,314,389,450,448,Fighting
Aggressor,Native,1.73,40,M,None,T-shirt,Shorts,Sneakers,None,No,No,None,Moving,462,326,552,462,Fighting
Viewer,Native,1.67,35,M,None,Shirt,Pants,Shoes,None,No,No,None,Standing,336,331,410,446,Idle
Delinquent ,Native,1.65,18,M,Cap,Coat,Pants,Sneakers,None,No,No,None,Moving,198,376,246,495,Running
Delinquent ,Native,1.67,19,M,Cap,Sports T-shirt,Shorts,Sneakers,None,No,No,None,Moving,296,320,321,417,Running
Delinquent ,Native,1.68,22,M,None,T-shirt,Shorts,Sneakers,None,No,No,None,Moving,313,299,348,401,Running
Delinquent ,Native,1.71,26,M,None,Sports T-shirt,Pants,Sneakers,None,No,No,None,Moving,355,394,397,519,Running
Delinquent ,Black,1.72,27,M,None,Sweater,Joggers,Sneakers,None,No,No,None,Moving,457,327,491,420,Running
Delinquent ,White,1.66,24,M,Cap,T-shirt,Joggers,Sneakers,None,No,No,None,Moving,509,309,540,404,Running
Delinquent ,Native,1.70,21,M,None,T-shirt,Shorts,Sneakers,None,No,No,None,Moving,152,448,228,554,Fighting
Delinquent ,Native,1.68,18,M,None,Sports T-shirt,Joggers,Sneakers,None,No,No,None,Moving,275,422,332,519,Fighting
Delinquent ,Native,1.65,16,M,None,Sports T-shirt,Pants,Sneakers,None,No,No,None,Moving,276,392,332,500,Fighting
Delinquent ,Native,1.71,19,M,Cap,Sports T-shirt,Shorts,Sneakers,None,No,No,None,Moving,529,593,620,700,Fighting
Delinquent ,Native,1.73,23,M,None,Sports T-shirt,Shorts,Sneakers,None,No,No,None,Moving,671,548,759,666,Fighting
Delinquent ,Native,1.70,22,M,None,Sports T-shirt,T-shirt,Sneakers,None,No,No,None,Moving,588,288,648,491,Fighting
Delinquent ,Native,1.65,27,M,None,Sports T-shirt,Pants,Sneakers,None,No,Gun,None,Moving,700,277,749,373,Running
Delinquent ,Black,1.79,18,M,None,Sports T-shirt,Pants,Sneakers,None,No,No,None,Moving,793,292,820,414,Fighting
Delinquent ,Black,1.75,19,M,None,Sports T-shirt,Pants,Sneakers,None,No,No,None,Moving,748,291,794,408,Fighting
Delinquent ,Black,1.67,22,M,None,Sports T-shirt,Shorts,Sneakers,None,No,No,None,Moving,735,251,775,377,Fighting
Delinquent ,Native,1.72,23,M,None,Sports T-shirt,Shorts,Sneakers,None,No,No,None,Moving,794,251,841,367,Fighting
Delinquent ,White,1.74,24,M,Cap,Sports T-shirt,Shorts,Sneakers,None,No,No,None,Moving,627,240,700,378,Fighting
Viewer,Native,1.66,57,F,None,T-shirt,Pants,N.I,None,No,No,None,Moving,161,326,316,705,Walking
Viewer,Native,1.70,26,F,None,Blouse,Shorts,Sneakers,None,No,No,None,Moving,127,173,284,479,Walking
Delinquent ,N.I,1.71,26,M,None,T-shirt,Shorts,Sneakers,None,No,No,None,Moving,563,438,585,496,Fighting
Delinquent ,N.I,N.I,23,M,None,T-shirt,Shorts,Sneakers,None,No,No,None,Moving,545,503,576,544,Fighting
Delinquent ,Native,1.68,18,M,None,Sports T-shirt,Pants,Sneakers,None,No,Gun,None,Moving,555,548,589,597,Shooting
Delinquent ,Native,1.72,19,M,None,Sports T-shirt,Pants,Sneakers,None,No,No,None,Moving,615,599,648,660,Fighting
Delinquent ,N.I,1.73,24,M,None,Sports T-shirt,Shorts,Sneakers,None,No,No,None,Moving,636,538,662,575,Fighting
Delinquent ,N.I,1.73,22,M,Cap,Sports T-shirt,Shorts,Sneakers,None,No,Gun,None,Moving,658,504,679,543,Shooting
Delinquent ,Black,1.69,16,M,Cap,Sports T-shirt,Joggers,Sneakers,None,No,No,None,Moving,678,492,711,545,Fighting
Delinquent ,Native,1.70,18,M,None,Sports T-shirt,Joggers,Sneakers,None,No,No,None,Moving,515,521,737,575,Fighting
Delinquent ,N.I,N.I,17,M,None,Sports T-shirt,Joggers,Sneakers,None,No,Gun,None,Moving,705,444,736,483,Shooting
Viewer,Black,N.I,46,M,None,T-shirt,N.I,N.I,None,No,No,None,Seated,10,260,341,686,Idle
Viewer,White,N.I,52,M,Cap,T-shirt,N.I,N.I,None,No,No,None,Seated,378,260,746,699,Idle
Viewer,Native,1.72,22,M,None,Sports T-shirt,Jeans,N.I,None,No,No,None,Seated,36,38,205,349,Idle
Viewer,Black,1.67,37,M,Cap,Sports T-shirt,Jeans,N.I,None,No,No,None,Seated,180,80,362,504,Encouraging
Viewer,White,1.72,46,M,Cap,Sports T-shirt,Jeans,N.I,None,No,No,None,Seated,311,45,494,467,Encouraging
Viewer,Native,N.I,43,M,None,T-shirt,Shorts,N.I,None,No,No,None,Seated,740,208,858,541,Idle
Viewer,Native,N.I,10,M,Cap,T-shirt,Shorts,N.I,None,No,No,None,Seated,829,240,954,499,Idle
Aggressor,Native,1.70,29,M,None,T-shirt,Shorts,N.I,None,No,No,None,Standing,728,27,880,351,Fighting
Aggressor,Native,1.72,32,M,None,T-shirt|backpack,Shorts,N.I,None,No,No,None,Standing,1129,1,1265,357,Fighting
Viewer,Native,N.I,28,M,None,T-shirt,Shorts,N.I,None,No,No,None,Seated,875,157,928,253,Idle
Viewer,Native,N.I,29,M,None,Sports T-shirt,Shorts,N.I,None,No,No,None,Seated,968,149,1033,257,Staring
Viewer,Native,N.I,31,M,Cap,T-shirt,Shorts,N.I,None,No,No,None,Seated,1035,151,1094,288,Idle
Viewer,Native,N.I,33,M,None,Sports T-shirt,Shorts,N.I,None,No,No,None,Seated,961,82,1026,149,Staring
Viewer,Native,1.73,42,M,Cap,Sports T-shirt,N.I,N.I,None,No,No,None,Standing,1015,21,155,279,Staring
Viewer,Native,1.71,35,M,None,Sports T-shirt,N.I,N.I,None,No,No,None,Standing,385,51,442,203,Staring
Viewer,Native,1.68,36,M,Cap,Sports T-shirt,N.I,N.I,None,No,No,None,Seated,458,67,558,197,Idle
Viewer,Native,1.70,22,M,Cap,Sports T-shirt,N.I,N.I,None,No,No,None,Seated,570,93,649,218,Idle
Viewer,Native,1.72,26,M,None,Sports T-shirt,N.I,N.I,None,No,No,None,Seated,679,47,753,156,Idle
Viewer,Native,N.I,39,M,Cap,Sports T-shirt,N.I,N.I,None,No,No,None,Standing,723,203,837,364,Idle
Aggressor,Black,1.70,26,M,Cap,T-shirt,Shorts,Sneakers,None,No,Other,None,Moving,130,174,207,293,Fighting
Aggressor,Native,1.69,25,M,Cap,Sports T-shirt,Shorts,Sneakers,None,No,Other,None,Moving,414,106,475,195,Fighting
Aggressor,Native,1.72,22,M,None,Sports T-shirt,Shorts,Sneakers,None,No,Other,None,Moving,408,229,502,347,Fighting
Aggressor,Native,1.81,19,M,None,Sweater,Jeans,Sneakers,None,No,Other,None,Moving,185,216,239,307,Fighting
Aggressor,Native,1.65,16,M,None,T-shirt,Shorts,Sneakers,None,No,Other,None,Moving,256,168,295,288,Fighting
Aggressor,Native,1.67,18,M,None,Sports T-shirt,Shorts,Sneakers,None,No,Other,None,Moving,234,160,262,260,Fighting
Aggressor,Native,1.69,22,M,None,T-shirt,Shorts,Sneakers,None,No,Other,None,Moving,540,133,580,225,Fighting
Aggressor,Native,1.68,21,M,None,Sweater,Joggers,Sneakers,None,No,Other,None,Moving,345,150,380,223,Fighting
Aggressor,Native,1.65,20,M,None,Sports T-shirt,Shorts,Sneakers,None,No,Other,None,Moving,130,145,177,207,Fighting
Aggressor,Native,1.73,20,M,None,Sports T-shirt,Shorts,Sneakers,None,No,Other,None,Moving,300,118,339,165,Fighting
Viewer,Native,1.62,19,M,None,T-shirt,Shorts,Sneakers,None,No,Other,None,Moving,607,255,640,347,Running
Viewer,Black,1.72,30,M,Cap,T-shirt,Shorts,Sneakers,None,No,No,None,Moving,97,56,155,202,Running
Law Officer,Native,1.70,35,M,Helmet,Sweater,Pants,Boots,None,No,Gun,None,Moving,267,72,341,242,Carrying
Viewer,Native,1.73,27,M,None,T-shirt,Shorts,Sneakers,None,No,No,None,Moving,323,52,395,199,Running
Viewer,Native,1.70,38,M,None,T-shirt,Shorts,Sneakers,None,No,No,None,Moving,379,52,451,220,Running
Viewer,Native,1.69,27,M,None,T-shirt,Shorts,Sneakers,None,No,No,None,Moving,442,38,518,228,Running
Viewer,Native,1.70,33,M,None,None,Shorts,Sneakers,None,No,No,None,Moving,510,32,573,231,Running
Viewer,Native,1.65,41,M,Cap,None,Shorts,N.I,None,No,No,None,Moving,118,79,169,279,Running
Viewer,Native,1.68,43,M,Cap,T-shirt,Shorts,N.I,None,No,No,None,Moving,169,71,206,265,Running
Viewer,Native,1.70,32,M,None,Sports T-shirt,Shorts,Sneakers,None,No,No,None,Moving,202,63,252,290,Running
Viewer,Native,1.69,35,M,None,Sports T-shirt,Shorts,Sneakers,None,No,No,None,Moving,266,75,293,255,Running
Viewer,White,1.72,30,M,None,Sports T-shirt,Shorts,Sneakers,None,No,No,None,Moving,256,70,323,283,Running
Viewer,Black,1.71,20,M,Cap,Sports T-shirt,Shorts,Sneakers,None,No,No,None,Moving,329,71,390,300,Running
Viewer,Black,1.66,25,M,None,T-shirt,Shorts,Sneakers,None,No,No,None,Moving,395,65,469,285,Running
Viewer,Black,1.68,21,M,None,T-shirt,Shorts,Sneakers,None,No,No,None,Moving,446,80,528,323,Running
Law Officer,Native,1.67,37,M,Helmet,Sweater,Pants,N.I,None,No,Gun,None,Moving,186,152,253,317,Driving
Law Officer,Native,1.70,29,M,Helmet,Sweater,Pants,Boots,None,No,Gun,None,Moving,292,143,327,254,Driving
Law Officer,Native,1.68,49,M,Helmet,Sweater,Pants,Boots,None,No,Gun,None,Moving,406,158,499,314,Driving
Viewer,Native,1.69,32,M,None,T-shirt,Shorts,Sneakers,None,No,No,None,Moving,162,143,180,204,Encouraging
Viewer,Native,1.68,36,M,None,T-shirt,Shorts,N.I,None,No,No,None,Moving,179,147,199,200,Encouraging
Viewer,White,1.70,45,M,None,T-shirt,Shorts,Sneakers,None,No,No,None,Moving,200,141,221,202,Encouraging
Viewer,Black,1.68,19,M,None,None,Shorts,Sneakers,None,No,No,None,Moving,242,144,264,204,Encouraging
Viewer,White,1.69,22,M,None,T-shirt,Jeans,N.I,None,No,No,None,Moving,257,144,273,208,Encouraging
Viewer,Native,1.70,29,M,None,T-shirt,Jeans,Sneakers,None,No,No,None,Moving,329,143,349,212,Encouraging
Viewer,Native,1.73,29,M,Cap,Sports T-shirt,Jeans,Sneakers,None,No,No,None,Moving,349,138,367,207,Encouraging
Viewer,Native,1.66,26,M,None,T-shirt,Shorts,Sneakers,None,No,No,None,Moving,369,145,388,197,Encouraging
Viewer,Native,1.82,29,M,None,Sports T-shirt,Shorts,Sneakers,None,No,No,None,Moving,154,152,182,241,Encouraging
Viewer,Native,1.70,41,M,None,T-shirt,Shorts,Sneakers,None,No,No,None,Moving,180,150,208,250,Encouraging
Law Officer,Native,1.72,37,M,Helmet,Sweater,Pants,N.I,None,No,Gun,None,Moving,193,137,241,243,Driving
Law Officer,White,1.68,39,M,Helmet,Sweater,Pants,Boots,None,No,Gun,None,Moving,242,147,269,235,Driving
Viewer,Black,1.73,54,M,None,T-shirt,Shorts,Sneakers,None,No,No,None,Moving,340,151,369,215,Walking
Viewer,Black,1.65,51,M,None,T-shirt,Shorts,Sneakers,None,No,No,None,Moving,361,139,391,225,Walking
Law Officer,Black,1.76,41,M,Helmet,Sweater,Pants,Boots,None,No,Gun,None,Moving,412,151,451,206,Screaming
Law Officer,Native,1.69,52,M,Helmet,Sweater,Pants,N.I,None,No,Gun,None,Moving,434,157,462,223,Screaming
Viewer,Native,1.70,19,M,None,Sports T-shirt,Joggers,Sneakers,None,No,No,None,Moving,451,141,479,239,Screaming
Viewer,Native,1.71,26,M,None,T-shirt,Joggers,Sneakers,None,No,No,None,Moving,479,145,508,239,Screaming
Viewer,Native,1.77,23,M,None,Sports T-shirt,Joggers,Sneakers,None,No,No,None,Moving,254,148,282,243,Running
Viewer,Native,1.73,25,M,Cap,Sports T-shirt,Jeans,Sneakers,None,No,No,None,Moving,293,152,318,241,Walking
Viewer,Native,1.67,18,M,None,T-shirt,Shorts,Sneakers,None,No,No,None,Moving,339,159,364,246,Walking
Viewer,Native,1.70,17,M,Cap,None,Shorts,N.I,None,No,No,None,Moving,371,158,400,241,Walking
Viewer,Native,1.71,19,M,Cap,None,Shorts,N.I,None,No,No,None,Moving,402,163,443,243,Walking
Viewer,Black,1.68,27,M,None,None,Shorts,N.I,None,No,No,None,Moving,440,156,477,235,Walking
Viewer,Native,1.72,33,M,Cap,Sports T-shirt,Jeans,Sneakers,None,No,No,None,Moving,487,153,510,227,Walking
Viewer,Native,1.75,21,M,None,T-shirt,Jeans,Sneakers,None,No,No,None,Moving,499,161,523,255,Walking
Viewer,Native,1.70,26,M,None,Sports T-shirt,Joggers,Sneakers,None,No,No,None,Moving,523,157,547,254,Walking
Viewer,Native,1.69,27,M,None,T-shirt,Shorts,Sneakers,None,No,No,None,Moving,119,107,159,252,Walking
Viewer,Native,1.77,22,M,None,Sports T-shirt,Shorts,Sneakers,None,No,No,None,Moving,161,120,177,218,Walking
Viewer,Black,1.73,26,M,Cap,T-shirt,Jeans,Sneakers,None,No,No,None,Moving,173,121,206,235,Walking
Law Officer,Native,1.78,47,M,Helmet,Sweater,Pants,N.I,None,No,Gun,None,Moving,196,106,245,237,Walking
Viewer,White,1.73,34,M,Cap,T-shirt,Jeans,Sneakers,None,No,No,None,Moving,243,106,268,214,Walking
Viewer,Native,1.71,29,M,None,T-shirt,Jeans,Sneakers,None,No,No,None,Moving,279,107,304,219,Walking
Viewer,Native,1.70,18,M,Cap,Sports T-shirt,Joggers,Sneakers,None,No,No,None,Moving,289,115,319,248,Walking
Viewer,Native,1.68,26,M,None,Sports T-shirt,Joggers,N.I,None,No,No,None,Moving,318,124,354,245,Walking
Viewer,Native,1.65,57,M,None,None,Jeans,N.I,None,No,No,Text,Moving,360,120,390,241,Walking
Viewer,Native,1.68,22,M,None,None,Shorts,N.I,None,No,No,None,Moving,378,111,411,235,Walking
Viewer,Native,1.71,24,M,None,T-shirt,Shorts,N.I,None,No,No,None,Moving,413,118,452,254,Walking
Viewer,Black,1.72,30,M,None,Sports T-shirt,Shorts,N.I,None,No,No,Text,Moving,439,107,467,236,Walking
Viewer,White,1.68,29,M,None,Sports T-shirt,Jeans,Sneakers,None,No,No,None,Moving,475,127,510,230,Walking
Viewer,White,1.70,27,M,None,Sports T-shirt,Joggers,Sneakers,None,No,No,None,Moving,508,105,553,237,Walking
Law Officer,Black,1.71,31,M,Helmet,Sweater,Pants,Boots,None,No,Gun,None,Moving,106,137,138,259,Talking
Law Officer,Native,1.73,30,M,Helmet,Sweater,Pants,Boots,None,No,Gun,None,Moving,134,138,158,246,Talking
Law Officer,White,1.65,29,M,Helmet,Sweater,Pants,Boots,None,No,Gun,None,Moving,154,145,192,246,Talking
Law Officer,Native,1.66,33,M,Helmet,Sweater,Pants,Boots,None,No,Gun,None,Moving,218,148,251,230,Working
Law Officer,Native,1.70,36,M,Helmet,Sweater,Pants,Boots,None,No,Gun,None,Moving,253,142,297,246,Working
Viewer,Native,1.74,46,M,None,T-shirt,Jeans,Sneakers,None,No,No,None,Moving,330,157,380,265,Running
Viewer,Native,1.70,37,M,None,Sports T-shirt,Joggers,Sneakers,None,No,No,None,Moving,419,138,439,235,Running
Law Officer,Native,1.76,36,M,Helmet,Sweater,Pants,N.I,None,No,Gun,None,Moving,443,136,482,258,Running
Viewer,Native,1.73,26,M,None,T-shirt,Jeans,Sneakers,None,No,No,None,Moving,469,124,506,237,Running
Viewer,Black,1.70,24,M,None,Sports T-shirt,Jeans,Sneakers,None,No,No,None,Moving,526,128,556,228,Running
Law Officer,Black,1.70,32,M,Helmet,Sweater,Pants,N.I,None,No,Gun,None,Moving,127,80,280,335,Running
Viewer,White,1.68,23,M,None,T-shirt,Jeans,Sneakers,None,No,No,None,Moving,298,130,339,248,Running
Viewer,White,1.58,22,M,None,T-shirt,Joggers,Sneakers,None,No,No,None,Moving,340,149,408,247,Running
Viewer,Black,1.73,22,M,None,Sports T-shirt,Shorts,Sneakers,None,No,No,Text,Moving,390,133,417,235,Running
Viewer,Native,1.69,47,M,None,Sports T-shirt,Shorts,Sneakers,None,No,No,None,Moving,423,134,449,206,Running
Viewer,White,1.67,50,M,None,None,Shorts,Sneakers,None,No,No,None,Moving,511,124,528,245,Running
Viewer,Native,1.65,36,M,None,None,Shorts,N.I,None,No,No,Text,Moving,531,111,561,252,Running
Viewer,White,1.68,39,M,None,None,Shorts,N.I,None,No,No,None,Moving,92,82,238,329,Running
Viewer,Native,1.68,19,M,None,Sports T-shirt,Shorts,Sneakers,None,No,No,None,Moving,325,74,439,358,Running
Viewer,Native,1.73,32,M,None,Sports T-shirt,Jeans,Sneakers,None,No,No,None,Moving,429,69,547,343,Running
Viewer,Native,1.70,19,M,None,T-shirt,Shorts,Sneakers,None,No,No,None,Moving,172,73,263,313,Running
Viewer,Native,1.68,22,M,None,None,Jeans,Sneakers,None,No,No,None,Moving,330,61,443,319,Running
Viewer,Native,1.70,27,M,None,None,Shorts,Sneakers,None,No,No,None,Moving,428,40,506,304,Running
Viewer,Native,1.73,30,M,None,T-shirt,Jeans,Sneakers,None,No,No,None,Moving,236,206,279,321,Running
Viewer,Native,1.68,28,M,None,T-shirt,Shorts,Sneakers,None,No,No,None,Moving,280,210,324,321,Running
Law Officer,Native,1.70,36,M,Helmet,Sweater,Pants,N.I,None,No,Gun,None,Moving,304,198,404,348,Walking
Viewer,Native,1.70,44,M,None,Sports T-shirt,Jeans,Sneakers,None,No,No,None,Moving,386,185,424,308,Walking
Viewer,Native,1.68,46,M,None,Sports T-shirt,Jeans,Sneakers,None,No,No,None,Moving,432,186,449,268,Walking
Viewer,Native,1.75,35,M,None,Sports T-shirt,Joggers,Sneakers,None,No,No,None,Moving,445,185,475,289,Talking
Viewer,Native,1.68,52,M,None,T-shirt,Jeans,Sneakers,None,No,No,None,Moving,472,180,504,289,Talking
Law Officer,Native,1.71,38,M,Helmet,Sweater,Pants,Boots,None,No,Gun,None,Moving,492,161,560,343,Walking
Aggressor,Black,1.72,25,M,None,T-shirt,Jeans,Sneakers,None,No,No,None,Moving,132,109,189,295,Fighting
Aggressor,Black,1.68,25,M,None,T-shirt,Shorts,Sneakers,None,No,No,None,Moving,195,105,267,332,Fighting
Aggressor,Black,1.70,31,M,None,None,Shorts,Sneakers,None,No,No,None,Moving,271,115,375,351,Fighting
Aggressor,Native,1.71,36,M,None,None,Shorts,Sneakers,None,No,No,None,Moving,366,102,398,318,Fighting
Aggressor,Native,1.73,36,M,None,None,Shorts,Sneakers,None,No,No,None,Moving,396,115,432,316,Fighting
Aggressor,Native,1.65,34,M,None,None,Jeans,Sneakers,None,No,No,None,Moving,429,76,471,221,Fighting
Aggressor,Native,1.66,44,M,None,T-shirt,Shorts,Sneakers,None,No,No,None,Moving,452,122,560,338,Fighting
Viewer,Native,1.70,50,M,None,T-shirt,Shorts,Sneakers,None,No,No,None,Moving,83,120,129,297,Fighting
Viewer,Native,1.74,33,M,None,T-shirt,Joggers,Sneakers,None,No,No,None,Moving,367,118,412,284,Fighting
